"x"
"1" 6.95
"2" 6.09371615148848
"3" 6.02523783227662
"4" 5.93947411968838
"5" 5.86210510076489
"6" 5.7869003592059
"7" 5.70181478292216
"8" 5.56775468436535
"9" 5.4856555677834
"10" 5.31036427774234
"11" 5.27677278744522
"12" 5.26058178895619
"13" 5.24756281764712
"14" 5.24925353110302
"15" 5.21831413730979
"16" 5.18099011172308
"17" 5.09584348765202
"18" 5.10116469906643
"19" 5.10743262700271
"20" 4.99964789755177
"21" 4.96167592296842
"22" 4.94494524877518
"23" 4.9192670006305
"24" 4.8594864961924
"25" 4.83950944070239
"26" 4.70168846508022
"27" 4.65321324870456
"28" 4.58572637476027
"29" 4.52091205341276
"30" 4.42474099749234
"31" 4.33237819361966
"32" 4.27912425703835
"33" 4.20379621128086
"34" 4.09882494842168
"35" 3.96181887516286
"36" 3.96144143375568
"37" 3.9133977756137
"38" 3.86450323951431
"39" 3.77446760819294
"40" 3.73009420931339
"41" 3.66158536821604
"42" 3.61648509046063
"43" 3.47299337643199
"44" 3.33505976945162
"45" 3.32942930818535
"46" 3.32269984600134
"47" 3.26218745508231
"48" 3.2251976034604
"49" 3.09448370337486
"50" 3.04220726201311
"51" 3.0487184044905
"52" 2.99402463110164
"53" 2.95271666534245
"54" 2.9112022689078
"55" 2.87219888088293
"56" 2.7532026860863
"57" 2.70124119380489
"58" 2.65380132384598
"59" 2.54479354433715
"60" 2.47947124158964
"61" 2.41330091562122
"62" 2.39415765739977
"63" 2.30696702050045
"64" 2.28847706131637
"65" 2.27062233863398
"66" 2.07347014825791
"67" 2.06706794863567
"68" 2.02943500969559
"69" 2.0246395394206
"70" 1.91291571129113
"71" 1.88086111703888
"72" 1.87024884065613
"73" 1.69736478757113
"74" 1.69169223029166
"75" 1.62311408109963
"76" 1.59299354068935
"77" 1.29058130411431
"78" 1.25165581796318
"79" 1.18352343700826
"80" 1.16349822329357
"81" 1.15553043596447
"82" 1.07450573751703
"83" 1.02592075662687
"84" 1.00334066106007
"85" 0.962383101228625
"86" 0.832413971889764
"87" 0.712285954970866
"88" 0.672091803047806
"89" 0.670113948173821
"90" 0.562158627901226
"91" 0.500632124952972
"92" 0.4598092015367
"93" 0.249406955670565
"94" 0.228446069639176
"95" 0.266323546180502
"96" 0.189015828305855
"97" 0.0664795567281544
"98" 0.0118275173008442
"99" -0.0903223587665707
"100" -0.268625766504556
"101" -6.95
